geneID	geneSymb	ORF	SGD_id
gene2857	RPA34	YJL148W	S000003684
gene2859	TIM50	YPL063W	S000005984
gene286	IRC19	YLL033W	S000003956
gene2860	AIF1	YNR074C	S000005357
gene2862	ARL3	YPL051W	S000005972
gene2863	YER010C	NA	NA
gene2864	SFH5	YJL145W	S000003681
gene2866	MCD4	YKL165C	S000001648
gene2867	ABZ1	YNR033W	S000005316
gene2868	IMG2	YCR071C	S000000667
gene2869	YEL1	YBL060W	S000000156
gene287	GPM3	YOL056W	S000005417
gene2870	PUP3	YER094C	S000000896
gene2871	CMC2	YBL059C-A	S000007488
gene2872	MTC1	YJL123C	S000003659
gene2874	NIT2	YJL126W	S000003662
gene2875	ARP5	YNL059C	S000005004
gene2876	SRV2	YNL138W	S000005082
gene2877	YDJ1	YNL064C	S000005008
gene2878	AQR1	YNL065W	S000005009
gene288	YGR016W	NA	NA
gene2881	AYR1	YIL124W	S000001386
gene2882	GDT1	YBR187W	S000000391
gene2884	MOT1	YPL082C	S000006003
gene2885	PFK26	YIL107C	S000001369
gene2886	YNK1	YKL067W	S000001550
gene2890	BUD20	YLR074C	S000004064
gene2891	RPL10	YLR075W	S000004065
gene2892	SEC53	YFL045C	S000001849
gene2893	FMP32	YFL046W	S000001848
gene2894	FMP25	YLR077W	S000004067
gene2895	BOS1	YLR078C	S000004068
gene2896	RSC1	YGR056W	S000003288
gene29	GLC3	YEL011W	S000000737
gene2900	IMO32	YGR031W	S000003263
gene2901	UTP10	YJL109C	S000003645
gene2902	CDS1	YBR029C	S000000233
gene2904	PHO2	YDL106C	S000002264
gene2905	EAR1	YMR171C	S000004781
gene2906	KIN28	YDL108W	S000002266
gene2908	DUN1	YDL101C	S000002259
gene2909	CYK3	YDL117W	S000002275
gene291	TIF34	YMR146C	S000004754
gene2912	GPI10	YGL142C	S000003110
gene2913	PTK2	YJR059W	S000003820
gene2914	LAA1	YJL207C	S000003743
gene2915	ALG9	YNL219C	S000005163
gene2917	PHO13	YDL236W	S000002395
gene2918	YPD1	YDL235C	S000002394
gene2919	VID27	YNL212W	S000005156
gene2920	RRG9	YNL213C	S000005157
gene2921	ATG20	YDL113C	S000002271
gene2922	ARC15	YIL062C	S000001324
gene2923	YML108W	NA	NA
gene2924	SNP1	YIL061C	S000001323
gene2925	YBR220C	NA	NA
gene2929	PYC2	YBR218C	S000000422
gene2930	BUL1	YMR275C	S000004888
gene2932	URA1	YKL216W	S000001699
gene2934	YBL086C	NA	NA
gene2936	RHB1	YCR027C	S000000622
gene2937	HOS2	YGL194C	S000003162
gene2939	SEC2	YNL272C	S000005216
gene2940	TOF1	YNL273W	S000005217
gene2942	PDR1	YGL013C	S000002981
gene2943	FET4	YMR319C	S000004938
gene2964	YPL279C	YPL279C	S000006200
gene2965	DAL4	YIR028W	S000001467
gene297	YJL049W	YJL049W	S000003585
gene2971	YIL166C	NA	NA
gene2977	PET8	YNL003C	S000004948
gene2978	NFS1	YCL017C	S000000522
gene2979	RLP7	YNL002C	S000004947
gene298	UBX7	YBR273C	S000000477
gene2980	LEU2	YCL018W	S000000523
gene2981	ODC1	YPL134C	S000006055
gene2983	SMK1	YPR054W	S000006258
gene2984	VPS15	YBR097W	S000000301
gene2985	PEX2	YJL210W	S000003746
gene2986	VPS29	YHR012W	S000001054
gene2987	PRP3	YDR473C	S000002881
gene299	PMA1	YGL008C	S000002976
gene2991	ELG1	YOR144C	S000005670
gene2995	SPT3	YDR392W	S000002800
gene2996	THI80	YOR143C	S000005669
gene2997	ERG25	YGR060W	S000003292
gene2998	RPL20B	YOR312C	S000005839
gene3000	VPS71	YML041C	S000004505
gene3001	ARH1	YDR376W	S000002784
gene3002	TUL1	YKL034W	S000001517
gene3003	YKL033W-A	NA	NA
gene3004	PRS3	YHL011C	S000001003
gene3005	ETP1	YHL010C	S000001002
gene3007	RRP5	YMR229C	S000004842
gene3008	YOR289W	NA	NA
gene3009	MXR1	YER042W	S000000844
gene301	DPM1	YPR183W	S000006387
gene3010	MEH1	YKR007W	S000001715
gene3011	RSC4	YKR008W	S000001716
gene3012	CAT2	YML042W	S000004506
gene3014	DGK1	YOR311C	S000005838
gene3018	SCT1	YBL011W	S000000107
gene302	YLR407W	NA	NA
gene3020	ULA1	YPL003W	S000005924
gene3024	PRY2	YKR013W	S000001721
gene3025	SUI2	YJR007W	S000003767
gene3026	YJR008W	YJR008W	S000003768
gene3029	HRQ1	YDR291W	S000002699
gene303	VAM6	YDL077C	S000002235
gene3030	ENO1	YGR254W	S000003486
gene3033	ADE2	YOR128C	S000005654
gene3035	RAX1	YOR301W	S000005827
gene3037	AIM6	YDL237W	S000002396
gene3038	YBL028C	NA	NA
gene3039	RPL19A	YBR084C-A	S000002156
gene304	UTP21	YLR409C	S000004401
gene3040	TEC1	YBR083W	S000000287
gene3041	MAK21	YDR060W	S000002467
gene3042	ARO10	YDR380W	S000002788
gene3043	AFI1	YOR129C	S000005655
gene3044	YDR381C-A	NA	NA
gene3046	ORT1	YOR130C	S000005656
gene305	VIP1	YLR410W	S000004402
gene3053	LEO1	YOR123C	S000005649
gene3054	CTS2	YDR371W	S000002779
gene3055	VPS74	YDR372C	S000002780
gene3057	ESF1	YDR365C	S000002773
gene3058	RTC5	YOR118W	S000005644
gene3059	RIO1	YOR119C	S000005645
gene306	PRS1	YKL181W	S000001664
gene3060	KEI1	YDR367W	S000002775
gene3063	BCS1	YDR375C	S000002783
gene3064	UBP2	YOR124C	S000005650
gene3065	TFC6	YDR362C	S000002770
gene3066	YHR112C	NA	NA
gene3067	BIG1	YHR101C	S000001143
gene3069	APS3	YJL024C	S000003561
gene307	BER1	YLR412W	S000004404
gene3070	CBP4	YGR174C	S000003406
gene3071	ERG1	YGR175C	S000003407
gene3072	YOR378W	YOR378W	S000005905
gene3074	YPK1	YKL126W	S000001609
gene3076	HSL1	YKL101W	S000001584
gene3078	SIZ1	YDR409W	S000002817
gene3079	STE14	YDR410C	S000002818
gene308	FAS1	YKL182W	S000001665
gene3080	FCF1	YDR339C	S000002747
gene3081	RUP1	YOR138C	S000005664
gene3084	CST6	YIL036W	S000001298
gene3085	STP22	YCL008C	S000000514
gene3088	HMX1	YLR205C	S000004195
gene309	NTE1	YML059C	S000004524
gene3091	YLR063W	YLR063W	S000004053
gene3092	SEC4	YFL005W	S000001889
gene3093	FRS1	YLR060W	S000004050
gene3094	YFL034W	YFL034W	S000001860
gene3096	TEL2	YGR099W	S000003331
gene3099	RHO1	YPR165W	S000006369
gene3100	MET16	YPR167C	S000006371
gene3101	NUT2	YPR168W	S000006372
gene3104	YHR045W	NA	NA
gene3105	MRPS9	YBR146W	S000000350
gene3106	YOL086W-A	YOL086W-A	S000007626
gene3107	RIB7	YBR153W	S000000357
gene3108	RPB5	YBR154C	S000000358
gene3109	YOL087C	YOL087C	S000005447
gene311	ULP2	YIL031W	S000001293
gene3111	BRX1	YOL077C	S000005437
gene3112	AVO1	YOL078W	S000005438
gene3114	RPL27B	YDR471W	S000002879
gene3117	WRS1	YOL097C	S000005457
gene3118	YDR341C	NA	NA
gene312	ERO1	YML130C	S000004599
gene3120	RIB3	YDR487C	S000002895
gene3121	VPS60	YDR486C	S000002894
gene3122	COQ3	YOL096C	S000005456
gene3123	VPS72	YDR485C	S000002893
gene3126	YHL008C	NA	NA
gene3127	PDS5	YMR076C	S000004681
gene3128	RCO1	YMR075W	S000004680
gene313	TAF13	YML098W	S000004564
gene3130	ARG7	YMR062C	S000004666
gene3131	SNF5	YBR289W	S000000493
gene3132	BSD2	YBR290W	S000000494
gene3133	CTP1	YBR291C	S000000495
gene3134	TFA1	YKL028W	S000001511
gene3144	PDC1	YLR044C	S000004034
gene3145	PEX25	YPL112C	S000006033
gene3149	CBK1	YNL161W	S000005105
gene315	YSH1	YLR277C	S000004267
gene3152	GET2	YER083C	S000000885
gene3153	DPP1	YDR284C	S000002692
gene3154	YML096W	NA	NA
gene3156	NAB3	YPL190C	S000006111
gene3157	NGL2	YMR285C	S000004898
gene3158	VPS9	YML097C	S000004563
gene3159	FAF1	YIL019W	S000001281
gene3160	CTF4	YPR135W	S000006339
gene3162	RRP9	YPR137W	S000006341
gene3164	RMD5	YDR255C	S000002663
gene3169	NOP4	YPL043W	S000005964
gene3170	TRM44	YPL030W	S000005951
gene3171	PHO85	YPL031C	S000005952
gene3174	KTR1	YOR099W	S000005625
gene3175	HIR1	YBL008W	S000000104
gene3176	ARG1	YOL058W	S000005419
gene3177	SIT4	YDL047W	S000002205
gene3178	DGA1	YOR245C	S000005771
gene318	POB3	YML069W	S000004534
gene3180	BCK1	YJL095W	S000003631
gene3181	MRPL49	YJL096W	S000003632
gene3182	PHS1	YJL097W	S000003633
gene3183	YDL206W	NA	NA
gene3184	RPN3	YER021W	S000000823
gene3186	RAD54	YGL163C	S000003131
gene3187	YEL047C	YEL047C	S000000773
gene3188	AVT1	YJR001W	S000003761
gene3189	REC8	YPR007C	S000006211
gene319	SUB2	YDL084W	S000002242
gene3191	HAT1	YPL001W	S000005922
gene3195	YPT1	YFL038C	S000001856
gene3196	YLR065C	YLR065C	S000004055
gene3199	HAA1	YPR008W	S000006212
gene32	PAM16	YJL104W	S000003640
gene320	ARP6	YLR085C	S000004075
gene3200	POL30	YBR088C	S000000292
gene3201	MAK3	YPR051W	S000006255
gene3202	STP3	YLR375W	S000004367
gene3203	SUR4	NA	NA
gene3204	ROM2	YLR371W	S000004363
gene3205	ARC18	YLR370C	S000004362
gene3206	YOR352W	YOR352W	S000005879
gene3208	SOF1	YLL011W	S000003934
gene3209	PSR1	YLL010C	S000003933
gene321	YDR089W	YDR089W	S000002496
gene3210	TOP1	YOL006C	S000005366
gene3211	CDC5	YMR001C	S000004603
gene3212	SIN3	YOL004W	S000005364
gene3213	PFA4	YOL003C	S000005363
gene3214	YMR265C	NA	NA
gene3215	CAC2	YML102W	S000004570
gene3217	SAP30	YMR263W	S000004876
gene3219	TGL1	YKL140W	S000001623
gene322	SLU7	YDR088C	S000002495
gene3220	ACH1	YBL015W	S000000111
gene3222	GGC1	YDL198C	S000002357
gene3223	PCF11	YDR228C	S000002636
gene3224	ADK1	YDR226W	S000002634
gene3225	MSC3	YLR219W	S000004209
gene3226	YGR067C	NA	NA
gene3228	GTT3	YEL017W	S000000743
gene3229	CDC8	YJR057W	S000003818
gene323	RRP1	YDR087C	S000002494
gene3231	MDM12	YOL009C	S000005369
gene3233	YCS4	YLR272C	S000004262
gene3235	YJU2	YKL095W	S000001578
gene3236	TAF4	YMR005W	S000004607
gene3237	RCL1	YOL010W	S000005370
gene3241	MED4	YOR174W	S000005700
gene3242	DCS1	YLR270W	S000004260
gene3243	SEC22	YLR268W	S000004258
gene3244	SWT1	YOR166C	S000005692
gene3247	GND2	YGR256W	S000003488
gene3248	ESBP6	YNL125C	S000005069
gene3249	SEY1	YOR165W	S000005691
gene325	RAD4	YER162C	S000000964
gene3250	GET4	YOR164C	S000005690
gene3251	DDP1	YOR163W	S000005689
gene3254	AMD2	YDR242W	S000002650
gene3257	GLN4	YOR168W	S000005694
gene3259	FMP45	YDL222C	S000002381
gene3262	COQ2	YNR041C	S000005324
gene3263	VPS3	YDR495C	S000002903
gene3264	BFR2	YDR299W	S000002707
gene3265	LTV1	YKL143W	S000001626
gene3266	APC11	YDL008W	S000002166
gene3267	PRO1	YDR300C	S000002708
gene3268	AVT3	YKL146W	S000001629
gene327	YDR090C	NA	NA
gene3270	PIH1	YHR034C	S000001076
gene3271	TDA11	YHR159W	S000001202
gene3272	KEL2	YGR238C	S000003470
gene3274	CCT8	YJL008C	S000003545
gene3275	VPS53	YJL029C	S000003566
gene328	STL1	YDR536W	S000002944
gene3280	PGC1	YPL206C	S000006127
gene3281	GAS2	YLR343W	S000004335
gene3282	TIM21	YGR033C	S000003265
gene3284	PSO2	YMR137C	S000004745
gene3285	IRC3	YDR332W	S000002740
gene3286	UBX5	YDR330W	S000002738
gene3288	VPS36	YLR417W	S000004409
gene3289	HYM1	YKL189W	S000001672
gene3292	GTR1	YML121W	S000004590
gene3293	ERG9	YHR190W	S000001233
gene3296	CIN1	YOR349W	S000005876
gene3298	TOP2	YNL088W	S000005032
gene3299	MSL5	YLR116W	S000004106
gene330	YER163C	YER163C	S000000965
gene3300	CLF1	YLR117C	S000004107
gene3304	YKU70	YMR284W	S000004897
gene3305	TMT1	YER175C	S000000977
gene3308	FIP1	YJR093C	S000003853
gene331	GAP1	YKR039W	S000001747
gene3313	ERV2	YPR037C	S000006241
gene3314	TIP41	YPR040W	S000006244
gene3315	OCA5	YHL029C	S000001021
gene3316	RPG1	YBR079C	S000000283
gene3318	SEC18	YBR080C	S000000284
gene332	YKL091C	NA	NA
gene3321	RSC58	YLR033W	S000004023
gene3322	ECM16	YMR128W	S000004735
gene3324	RAD5	YLR032W	S000004022
gene3325	KIN1	YDR122W	S000002529
gene3327	YMR226C	NA	NA
gene3328	ECM18	YDR125C	S000002532
gene333	ATG15	YCR068W	S000000664
gene3330	YDR124W	NA	NA
gene3331	HRT3	YLR097C	S000004087
gene3337	RAD6	YGL058W	S000003026
gene3338	PKP2	YGL059W	S000003027
gene3339	PNC1	YGL037C	S000003005
gene334	REI1	YBR267W	S000000471
gene3341	MPM1	YJL066C	S000003602
gene3342	ATG12	YBR217W	S000000421
gene3344	HPC2	YBR215W	S000000419
gene3345	SSC1	YJR045C	S000003806
gene3348	SPF1	YEL031W	S000000757
gene3350	MNN2	YBR015C	S000000219
gene3351	ERG6	YML008C	S000004467
gene3352	CCC1	YLR220W	S000004210
gene3355	SGV1	YPR161C	S000006365
gene336	TIM54	YJL054W	S000003590
gene3363	URA3	YEL021W	S000000747
gene3367	GPI14	YJR013W	S000003774
gene3368	TMA22	YJR014W	S000003775
gene3369	YPL067C	NA	NA
gene337	TRM82	YDR165W	S000002572
gene3370	MAP1	YLR244C	S000004234
gene3371	SPC19	YDR201W	S000002609
gene3372	RAV2	YDR202C	S000002610
gene3373	SCC2	YDR180W	S000002588
gene3374	GCD6	YDR211W	S000002619
gene3375	YMD8	YML038C	S000004502
gene3376	STP2	YHR006W	S000001048
gene3377	YPS7	YDR349C	S000002757
gene3378	RAD9	YDR217C	S000002625
gene3379	ADY4	YLR227C	S000004217
gene3381	BUR2	YLR226W	S000004216
gene3382	SUP35	YDR172W	S000002579
gene3385	TEX1	YNL253W	S000005197
gene3387	ACS2	YLR153C	S000004143
gene3389	YKL069W	NA	NA
gene3394	NHA1	YLR138W	S000004128
gene3395	CAR2	YLR438W	S000004430
gene3396	DIF1	YLR437C	S000004429
gene3397	ECM30	YLR436C	S000004428
gene3398	TSR2	YLR435W	S000004427
gene3399	CNA1	YLR433C	S000004425
gene34	YKR023W	NA	NA
gene3402	SPE1	YKL184W	S000001667
gene3403	ASH1	YKL185W	S000001668
gene3404	ECM14	YHR132C	S000001174
gene3406	OSH3	YHR073W	S000001115
gene341	SSZ1	YHR064C	S000001106
gene3410	SBE22	YHR103W	S000001145
gene3411	SUR2	YDR297W	S000002705
gene3412	MHR1	YDR296W	S000002704
gene3413	YHR078W	NA	NA
gene3415	FLX1	YIL134W	S000001396
gene3417	NUP49	YGL172W	S000003140
gene3418	XRN1	YGL173C	S000003141
gene3419	BUD13	YGL174W	S000003142
gene3420	AGC1	YPR021C	S000006225
gene3421	SAE2	YGL175C	S000003143
gene3424	JEN1	YKL217W	S000001700
gene3426	ALB1	YJL122W	S000003658
gene3427	LSM1	YJL124C	S000003660
gene3428	GCD14	YJL125C	S000003661
gene343	DIA2	YOR080W	S000005606
gene3435	PRE6	YOL038W	S000005398
gene3436	RPR2	YIR015W	S000001454
gene3439	TAF5	YBR198C	S000000402
gene344	BAS1	YKR099W	S000001807
gene3440	GPI2	YPL076W	S000005997
gene3441	YPL077C	NA	NA
gene3442	PGI1	YBR196C	S000000400
gene3443	MSI1	YBR195C	S000000399
gene3444	RPN7	YPR108W	S000006312
gene3446	ARP2	YDL029W	S000002187
gene3447	MPS1	YDL028C	S000002186
gene3448	ATP4	YPL078C	S000005999
gene3449	AIM4	YBR194W	S000000398
gene3450	ALA1	YOR335C	S000005862
gene3452	YNR021W	NA	NA
gene3453	IMG1	YCR046C	S000000642
gene3454	BUD23	YCR047C	S000000643
gene3455	ARE2	YNR019W	S000005302
gene3456	ATP23	YNR020C	S000005303
gene3458	STE11	YLR362W	S000004354
gene3459	RKM5	YLR137W	S000004127
gene3460	HOM2	YDR158W	S000002565
gene3461	RPA14	YDR156W	S000002563
gene3462	YDR115W	YDR115W	S000002522
gene3463	MRPL1	YDR116C	S000002523
gene3464	GPI17	YDR434W	S000002842
gene3465	TMA64	YDR117C	S000002524
gene3466	APC4	YDR118W	S000002525
gene3469	XDJ1	YLR090W	S000004080
gene3470	ALT1	YLR089C	S000004079
gene3472	TED1	YIL039W	S000001301
gene3474	VPS64	YDR200C	S000002608
gene3477	BNA5	YLR231C	S000004221
gene3478	SUL1	YBR294W	S000000498
gene348	GPB2	YAL056W	S000000052
gene3483	PHO91	YNR013C	S000005296
gene3484	PRP2	YNR011C	S000005294
gene3491	ARO80	YDR421W	S000002829
gene3494	YOR338W	NA	NA
gene3495	ARO1	YDR127W	S000002534
gene3496	ERG5	YMR015C	S000004617
gene3498	SSH4	YKL124W	S000001607
gene3499	SRP21	YKL122C	S000001605
gene35	IME2	YJL106W	S000003642
gene350	GPI12	YMR281W	S000004894
gene3501	HNM1	YGL077C	S000003045
gene3502	PAH1	YMR165C	S000004775
gene3505	ANP1	YEL036C	S000000762
gene3507	ZPS1	YOL154W	S000005514
gene3508	YEL043W	NA	NA
gene3509	VBA2	YBR293W	S000000497
gene351	TFC3	YAL001C	S000000001
gene3512	YOR093C	YOR093C	S000005619
gene3514	RTT106	YNL206C	S000005150
gene3517	LYS9	YNR050C	S000005333
gene3518	MSO1	YNR049C	S000005332
gene352	IMP4	YNL075W	S000005019
gene3520	GDI1	YER136W	S000000938
gene3521	MDM1	YML104C	S000004572
gene3522	RRN9	YMR270C	S000004883
gene3523	SEC65	YML105C	S000004573
gene3524	URA5	YML106W	S000004574
gene3525	SCS7	YMR272C	S000004885
gene3527	TIM44	YIL022W	S000001284
gene3528	SSM4	YIL030C	S000001292
gene3529	IRR1	YIL026C	S000001288
gene353	MSK1	YNL073W	S000005017
gene3530	KRE27	NA	NA
gene3532	YKE4	YIL023C	S000001285
gene3534	IRC5	YFR038W	S000001934
gene3535	BCY1	YIL033C	S000001295
gene3536	ERG28	YER044C	S000000846
gene3537	CAP2	YIL034C	S000001296
gene3539	GTT2	YLL060C	S000003983
gene3540	SPO73	YER046W	S000000848
gene3541	YCR023C	NA	NA
gene3542	ALG5	YPL227C	S000006148
gene3544	ASI2	YNL159C	S000005103
gene3548	YJR129C	YJR129C	S000003890
gene3549	GLO3	YER122C	S000000924
gene355	RNH201	YNL072W	S000005016
gene3550	IES4	YOR189W	S000005715
gene3551	MSB1	YOR188W	S000005714
gene3552	ECM38	YLR299W	S000004290
gene3553	TUF1	YOR187W	S000005713
gene3555	GCD7	YLR291C	S000004282
gene3556	MEC3	YLR288C	S000004279
gene3557	SER1	YOR184W	S000005710
gene3558	CPR6	YLR216C	S000004206
gene3559	RPO21	YDL140C	S000002299
gene356	LAT1	YNL071W	S000005015
gene3560	BPL1	YDL141W	S000002300
gene3562	CCT4	YDL143W	S000002302
gene3563	CDC123	YLR215C	S000004205
gene3564	SAS10	YDL153C	S000002312
gene3565	RPC53	YDL150W	S000002309
gene3566	CCL1	YPR025C	S000006229
gene3567	ATP1	YBL099W	S000000195
gene3568	IMP2'	YIL154C	S000001416
gene3569	PCD1	YLR151C	S000004141
gene357	KNS1	YLL019C	S000003942
gene3570	GUT2	YIL155C	S000001417
gene3571	RRP4	YHR069C	S000001111
gene3572	RDS3	YPR094W	S000006298
gene3573	YPR097W	NA	NA
gene3574	TOM20	YGR082W	S000003314
gene3575	SLX9	YGR081C	S000003313
gene3577	MRS6	YOR370C	S000005897
gene3578	RPS12	YOR369C	S000005896
gene3579	RAD17	YOR368W	S000005895
gene3581	SCP1	YOR367W	S000005894
gene3582	CUP9	YPL177C	S000006098
gene3583	ASP1	YDR321W	S000002729
gene3586	TRM2	YKR056W	S000001764
gene3587	MET30	YIL046W	S000001308
gene3588	TIF1	YKR059W	S000001767
gene3589	LCB3	YJL134W	S000003670
gene3590	RHO4	YKR055W	S000001763
gene3591	CDC6	YJL194W	S000003730
gene3594	FEN1	NA	NA
gene3595	RRP43	YCR035C	S000000631
gene3600	PPT1	YGR123C	S000003355
gene3601	CET1	YPL228W	S000006149
gene3604	YNL190W	NA	NA
gene3606	SRP1	YNL189W	S000005133
gene3607	YNL010W	NA	NA
gene3608	VBA5	YKR105C	S000001813
gene3609	SEC24	YIL109C	S000001371
gene361	RPT6	YGL048C	S000003016
gene3610	COX5A	YNL052W	S000004997
gene3611	HPM1	YIL110W	S000001372
gene3612	COG5	YNL051W	S000004996
gene3613	YNL050C	NA	NA
gene3614	HOS4	YIL112W	S000001374
gene3615	MSG5	YNL053W	S000004998
gene3619	VAC7	YNL054W	S000004999
gene3622	SWE1	YJL187C	S000003723
gene3623	RIM101	YHL027W	S000001019
gene3625	CRP1	YHR146W	S000001189
gene3626	YPI1	YFR003C	S000001899
gene3628	NIC96	YFR002W	S000001898
gene3629	CHL1	YPL008W	S000005929
gene363	ZAP1	YJL056C	S000003592
gene3632	TRM5	YHR070W	S000001112
gene3633	MDM20	YOL076W	S000005436
gene3634	YBR139W	NA	NA
gene3636	RIM13	YMR154C	S000004763
gene3637	RAM1	YDL090C	S000002248
gene3638	OPY2	YPR075C	S000006279
gene3639	HAP5	YOR358W	S000005885
gene3641	TFS1	YLR178C	S000004168
gene3642	PTA1	YAL043C	S000000041
gene3643	PRP9	YDL030W	S000002188
gene3644	YBR235W	YBR235W	S000000439
gene3646	ABD1	YBR236C	S000000440
gene3648	SPO14	YKR031C	S000001739
gene3649	FUM1	YPL262W	S000006183
gene365	NUG1	YER006W	S000000808
gene3650	THI4	YGR144W	S000003376
gene3651	THI72	YOR192C	S000005718
gene3653	RPA49	YNL248C	S000005192
gene3654	VPS75	YNL246W	S000005190
gene3656	CTF18	YMR078C	S000004683
gene3657	SEC14	YMR079W	S000004684
gene3658	BUD2	YKL092C	S000001575
gene3659	NAM7	YMR080C	S000004685
gene366	SUA7	YPR086W	S000006290
gene3661	ACO2	YJL200C	S000003736
gene3662	BUD5	YCR038C	S000000634
gene3663	YPR084W	NA	NA
gene3664	SIT1	YEL065W	S000000791
gene3666	CBP6	YBR120C	S000000324
gene3667	DIB1	YPR082C	S000006286
gene3668	OPY1	YBR129C	S000000333
gene3669	MET14	YKL001C	S000001484
gene3670	YJR003C	YJR003C	S000003763
gene3675	SHE3	YBR130C	S000000334
gene3676	DHR2	YKL078W	S000001561
gene3677	SLG1	YOR008C	S000005534
gene3678	DLD2	YDL178W	S000002337
gene3679	YPL260W	YPL260W	S000006181
gene368	HAS1	YMR290C	S000004903
gene3680	ASN2	YGR124W	S000003356
gene3683	STS1	YIR011C	S000001450
gene3684	YBR255C-A	YBR255C-A	S000007649
gene3686	REX2	YLR059C	S000004049
gene3687	OCA4	YCR095C	S000000691
gene3688	UTP23	YOR004W	S000005530
gene3689	NOC3	YLR002C	S000003992
gene3690	ERP3	YDL018C	S000002176
gene3693	ATG3	YNR007C	S000005290
gene3694	RPN4	YDL020C	S000002178
gene3695	SEC28	YIL076W	S000001338
gene3696	TKL2	YBR117C	S000000321
gene3701	PAN1	YIR006C	S000001445
gene3704	GEM1	YAL048C	S000000046
gene3705	PRE10	YOR362C	S000005889
gene3706	SPC72	YAL047C	S000000045
gene3707	PRT1	YOR361C	S000005888
gene3708	AIM1	NA	NA
gene3709	SCD5	YOR329C	S000005856
gene371	TMA20	YER007C-A	S000002957
gene3711	MIP1	YOR330C	S000005857
gene3712	VMA4	YOR332W	S000005859
gene3713	GIP4	YAL031C	S000000029
gene3714	MRS2	YOR334W	S000005861
gene3715	RPA43	YOR340C	S000005867
gene3716	MTW1	YAL034W-A	S000000032
gene3717	UBC11	YOR339C	S000005866
gene3718	UBC5	YDR059C	S000002466
gene3719	MTR4	YJL050W	S000003586
gene372	IST3	YIR005W	S000001444
gene3720	HMS1	YOR032C	S000005558
gene3721	SPT7	YBR081C	S000000285
gene3722	SMF3	YLR034C	S000004024
gene3723	POM152	YMR129W	S000004736
gene3724	YLR243W	YLR243W	S000004233
gene3727	ERF2	YLR246W	S000004236
gene3728	UPS2	YLR168C	S000004158
gene3730	RPS31	YLR167W	S000004157
gene3731	PLP1	YDR183W	S000002591
gene3734	COQ4	YDR204W	S000002612
gene3736	NEW1	YPL226W	S000006147
gene3738	PTP1	YDL230W	S000002389
gene3739	MER1	YNL210W	S000005154
gene3740	SSB2	YNL209W	S000005153
gene3741	DNL4	YOR005C	S000005531
gene3742	LCB2	YDR062W	S000002469
gene3744	IPT1	YDR072C	S000002479
gene3747	YLL007C	YLL007C	S000003930
gene3748	TFA2	YKR062W	S000001770
gene3749	DRS1	YLL008W	S000003931
gene375	UTP8	YGR128C	S000003360
gene3750	MLH3	YPL164C	S000006085
gene3752	MEU1	YLR017W	S000004007
gene3754	OST1	YJL002C	S000003539
gene3755	CLP1	YOR250C	S000005776
gene3756	SYS1	YJL004C	S000003541
gene3757	NIT3	YLR351C	S000004343
gene3758	GRE3	YHR104W	S000001146
gene3759	YPL162C	NA	NA
gene376	YFR006W	NA	NA
gene3761	PRE3	YJL001W	S000003538
gene3763	DNM1	YLL001W	S000003924
gene3766	RRP46	YGR095C	S000003327
gene3767	VAS1	YGR094W	S000003326
gene3768	PRP31	YGR091W	S000003323
gene3769	TPC1	YGR096W	S000003328
gene377	PCM1	YEL058W	S000000784
gene3770	NOC4	YPR144C	S000006348
gene3772	LEU3	YLR451W	S000004443
gene3773	YJR124C	NA	NA
gene3774	YAT2	YER024W	S000000826
gene3776	AQY1	YPR192W	S000006396
gene3777	BET2	YPR176C	S000006380
gene3778	DPB2	YPR175W	S000006379
gene378	LCL3	YGL085W	S000003053
gene3780	HAP2	YGL237C	S000003206
gene3781	CSE1	YGL238W	S000003207
gene3782	DOC1	YGL240W	S000003209
gene3784	YFR045W	NA	NA
gene3785	ADE5%2C7	NA	NA
gene3786	MET4	YNL103W	S000005047
gene3789	NIP1	YMR309C	S000004926
gene379	GUP1	YGL084C	S000003052
gene3790	NCS6	YGL211W	S000003179
gene3791	BLM10	YFL007W	S000001887
gene3792	AIM14	YGL160W	S000003128
gene3795	UBC8	YEL012W	S000000738
gene3797	GSY2	YLR258W	S000004248
gene3799	UTP13	YLR222C	S000004212
gene38	PRM10	YJL108C	S000003644
gene3800	GLO2	YDR272W	S000002680
gene3802	YGR251W	YGR251W	S000003483
gene3806	HIS3	YOR202W	S000005728
gene3807	MRM1	YOR201C	S000005727
gene3808	MRP51	YPL118W	S000006039
gene3809	KIC1	YHR102W	S000001144
gene3813	YSC84	YHR016C	S000001058
gene3815	POL4	YCR014C	S000000607
gene3818	CPA2	YJR109C	S000003870
gene3819	GPA2	YER020W	S000000822
gene3820	YPR117W	NA	NA
gene3821	MDR1	YGR100W	S000003332
gene3823	YMR086W	YMR086W	S000004692
gene3824	LAP4	NA	NA
gene3828	MIC17	NA	NA
gene383	FBA1	YKL060C	S000001543
gene3830	AIM34	YMR003W	S000004605
gene3831	APN1	YKL114C	S000001597
gene3833	YNL193W	NA	NA
gene3836	SLX4	YLR135W	S000004125
gene3837	RLF2	YPR018W	S000006222
gene3839	SPA2	YLL021W	S000003944
gene384	DEF1	YKL054C	S000001537
gene3840	MRPL15	YLR312W-A	S000004304
gene3841	ROK1	YGL171W	S000003139
gene3842	ATP20	YPR020W	S000006224
gene3844	PXA1	YPL147W	S000006068
